Instituição;Código;TCB;TD;TC;SR;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
COOPERATIVA DE CRÉDITO COOPACREDI LTDA. - SICOOB COOPACREDI;65.229.254;b3S;I;2;S5;PATROCINIO;MG;03/2026;605.083;63;398;990;1.429;302;20;0;3.202;6.628;14.062;32.205;56.494;11.305;2.518;0;123.213;187;3.392;8.529;14.063;2.937;15;0;29.122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.843;111.497;229.750;68.151;13.068;2.397;0;429.706;7.875;9.892;2.072;0;0;0;0;19.839;0
COOPERATIVA DE CRÉDITO CREDILIVRE LTDA. - SICOOB CREDILIVRE;41.697.103;b3S;I;2;S5;MANHUACU;MG;03/2026;604.823;5;123;365;791;481;1;0;1.766;2.413;17.947;56.806;57.214;7.330;1.385;0;143.095;112;1.441;3.970;8.439;2.415;2;0;16.379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.444;12.260;292.508;65.786;32.083;27.299;0;431.381;4.449;5.451;2.243;60;0;0;0;12.202;0
RECARGAPAY IP - PRUDENCIAL;1.000.085.898;n1;C;3;S4;SAO PAULO;SP;03/2026;600.270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.617;114.819;42.446;815;0;0;0;164.698;0;0;0;0;0;0;0;0;224.473;185.756;25.335;8;0;0;0;435.573;0
ZEMA CFI - PRUDENCIAL;1.000.083.584;n1;C;2;S4;ARAXA;MG;03/2026;595.944;639;12.625;48.002;88.359;34.344;5.386;0;189.355;30.514;66.246;93.778;62.266;18.159;6.409;0;277.373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.372;5.619;1.542;0;0;0;0;15.534;0;0;0;0;0;0;0;0;16.661;39.925;51.558;5.538;0;0;0;113.682;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA ORIGENS - CRESOL ORIGENS;5.220.243;b3S;I;2;S5;SARANDI;RS;03/2026;592.067;3;37;97;215;33;1;0;387;6.702;13.566;27.849;48.002;27.505;19.736;0;143.360;391;923;2.474;6.195;2.717;22;0;12.723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.291;201.896;67.012;31.177;21.470;8.771;0;332.619;6.057;22.846;39.179;14.489;8.264;12.144;0;102.979;0
COOPERATIVA DE CRÉDITO DOS TRANSPORTES, CORREIOS E LOGÍSTICA DO BRASIL - TRANSPOCRED;8.075.352;b3S;I;2;S5;FLORIANOPOLIS;SC;03/2026;587.530;80;465;1.174;2.031;437;0;0;4.187;4.528;16.948;40.020;64.600;16.954;4.498;55;147.602;3.805;20.027;51.554;102.706;35.974;397;0;214.462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.036;19.474;47.429;86.549;44.700;10.054;36;221.278;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL RIOGRANDENSE - SICREDI ORIGENS RS;92.796.564;b3S;I;2;S4;PORTO ALEGRE;RS;03/2026;578.534;171;3.459;7.996;13.104;2.176;477;0;27.382;3.452;18.867;38.254;52.108;15.418;4.837;0;132.935;1.173;5.833;14.228;18.474;2.233;5;0;41.946;0;301;841;1.859;1.516;3.671;1.158;9.345;14.917;115.127;43.762;856;0;0;0;174.661;1.467;13.442;57.714;42.389;16.273;8.637;0;139.922;7.789;13.221;13.228;13.448;3.854;804;0;52.343;0
MERCEDES-BENZ - PRUDENCIAL;1.000.080.563;b2;C;3;S3;SAO BERNARDO DO CAMPO;SP;03/2026;567.184;0;0;0;0;0;0;0;0;1.059;936;2.472;2.787;568;0;0;7.822;8.627;74.236;201.617;236.429;38.351;89;0;559.349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;8;1;0;0;0;13;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA.;7.599.206;b3S;I;2;S5;GOIANIA;GO;03/2026;557.665;103;313;727;494;69;0;0;1.706;25.531;39.427;79.953;116.229;47.901;24.077;0;333.119;595;669;1.442;1.566;146;0;0;4.418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.747;26.850;72.969;55.739;4.467;3.532;0;168.304;14.894;24.495;4.709;2.149;1.864;2.008;0;50.119;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA;4.463.602;b3S;I;2;S4;MARILIA;SP;03/2026;546.002;658;3.309;7.627;11.559;3.837;760;0;27.749;2.323;16.109;45.459;48.942;9.004;1.496;0;123.333;258;3.733;9.196;12.825;2.069;8;0;28.088;0;0;0;0;0;0;0;0;8.438;72.978;30.589;846;0;0;0;112.852;763;28.394;74.052;41.786;10.417;7.772;0;163.185;6.158;22.179;23.447;28.765;8.150;2.096;0;90.795;0
CREDISIS JICRED - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO JICRED;2.309.070;b3S;I;2;S5;JI-PARANA;RO;03/2026;544.681;0;0;0;0;0;0;0;0;16.690;53.206;77.455;45.133;2.946;2;0;195.431;1.359;3.464;6.177;7.764;975;83;0;19.822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.764;39.743;60.274;78.962;8.523;67;0;191.332;18.225;41.167;59.239;17.368;2.096;1;0;138.096;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE -  SICOOB - CREDIAL SC/RS;78.858.107;b3S;I;2;S5;CUNHA PORA;SC;03/2026;540.366;9;213;615;1.111;397;1;0;2.345;2.900;14.727;33.582;52.587;21.692;14.491;352;140.333;212;5.179;13.851;26.731;8.482;68;0;54.523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;928;97.964;118.306;52.145;31.394;31.681;0;332.418;1.772;7.044;930;336;337;328;0;10.748;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1.389.651;b3S;I;2;S5;PAPANDUVA;SC;03/2026;539.230;6;83;215;249;4;0;0;557;2.596;81.707;78.267;99.576;25.857;4.154;0;292.157;93;3.363;4.936;11.228;2.297;0;0;21.917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;100.130;38.342;48.630;19.066;8.995;0;215.325;1.283;5.299;1.479;356;268;590;0;9.275;0
COOPERATIVA DE CRÉDITO NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86.564.051;b3S;I;2;S5;UNAI;MG;03/2026;534.170;8;43;99;108;24;0;0;281;20.649;40.961;74.096;88.650;23.851;7.504;0;255.713;307;1.047;2.039;2.214;147;0;0;5.753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.812;67.672;84.491;49.633;21.966;9.029;6.241;248.844;11.455;4.547;6.087;1.079;410;0;0;23.579;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE DOS ESTADOS DE MATO GROSSO E MATO GROSSO DO SUL - SICOOB UNIÃO MT/MS;3.326.437;b3S;I;2;S5;CUIABA;MT;03/2026;531.869;83;2.027;5.231;12.626;6.230;4.826;0;31.023;16.684;39.886;65.946;84.026;35.874;15.127;0;257.544;439;847;2.580;4.556;1.054;0;0;9.477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.455;37.339;63.168;48.091;18.387;15.315;0;183.754;13.035;6.749;6.830;7.791;7.105;8.362;200;50.072;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC;81.367.880;b3S;I;2;S5;TURVO;SC;03/2026;530.054;9;268;828;1.623;407;0;0;3.137;3.004;16.412;38.221;50.658;11.437;7.737;132;127.601;554;4.895;13.292;26.100;8.452;114;0;53.409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.689;119.320;47.887;74.648;55.367;37.711;0;336.621;4.241;4.264;137;107;118;419;0;9.286;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;81.054.686;b3S;I;2;S4;LAPA;PR;03/2026;527.839;85;1.805;4.595;6.279;1.319;185;0;14.268;3.379;25.082;13.543;11.911;1.090;112;0;55.117;218;4.658;8.186;14.905;2.716;25;0;30.708;0;0;0;0;0;0;0;0;7.749;53.825;21.164;330;0;0;0;83.067;2.002;122.571;50.552;75.073;25.815;769;0;276.781;7.244;24.371;14.551;17.863;3.719;150;0;67.898;0
TODESCREDI S/A - CFI - PRUDENCIAL;1.000.083.546;n1;I;2;S5;BENTO GONCALVES;RS;03/2026;525.471;48;48;12;0;0;0;0;107;34.493;169.035;237.884;83.905;47;0;0;525.363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO CREDICARPA LTDA. - SICOOB CREDICARPA;23.949.522;b3S;I;2;S5;CARMO DO PARANAIBA;MG;03/2026;524.657;3;161;439;695;162;18;0;1.477;2.909;11.590;28.011;48.632;14.498;3.327;0;108.966;26;739;1.992;3.759;1.422;87;0;8.025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.782;47.779;194.704;120.784;19.670;4.799;0;392.517;1.436;9.641;2.158;366;70;0;0;13.672;0
COOPERATIVA DE CRÉDITO PRO;44.469.161;b3S;I;2;S4;GUARIBA;SP;03/2026;523.444;3;187;570;1.228;313;0;0;2.300;3.489;14.152;35.397;38.594;12.530;17.521;0;121.683;15;864;2.369;5.208;2.159;0;0;10.616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.058;18.069;142.045;137.387;78.273;848;0;377.679;2.618;3.740;4.648;105;55;0;0;11.166;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS;1.604.998;b3S;I;2;S5;SAO GONCALO DO SAPUCAI;MG;03/2026;517.533;68;1.141;2.985;5.718;1.641;14;0;11.567;6.032;24.377;52.822;49.689;8.623;1.502;0;143.046;732;6.188;16.452;29.257;7.411;34;0;60.075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.580;43.793;136.784;64.885;10.910;8.862;0;266.814;11.758;13.980;9.671;581;42;0;0;36.032;0
UBS (BRASIL) - PRUDENCIAL;1.000.080.219;b1;C;3;S3;SAO PAULO;SP;03/2026;517.232;0;0;0;0;0;0;0;0;0;76.201;120.465;320.566;0;0;0;517.232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO AGROCREDI LTDA. - SICOOB AGROCREDI;42.873.828;b3S;I;2;S4;GUAXUPE;MG;03/2026;507.720;53;1.225;3.058;3.890;551;0;0;8.776;6.793;27.653;61.273;52.685;6.127;189;0;154.720;323;3.021;9.005;10.563;1.318;4;0;24.234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;815;22.640;207.571;19.043;5.232;1.612;0;256.913;14.976;37.769;9.303;971;57;0;0;63.076;0
CREDISIS CREDIARI - COOPERATIVA DE CRÉDITO LTDA.;3.222.753;b3S;I;2;S5;ARIQUEMES;RO;03/2026;506.061;0;0;0;0;0;0;0;0;15.498;63.030;104.219;74.138;3.031;0;0;259.918;600;3.889;6.578;7.769;925;0;0;19.761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.150;13.051;37.117;30.948;1.194;0;0;91.460;18.230;30.244;64.380;17.339;4.729;0;0;134.922;0
COOPERATIVA DE CRÉDITO CREDICAF LTDA - SICOOB CREDICAF;25.395.435;b3S;I;2;S5;LAJINHA;MG;03/2026;501.725;1;88;245;563;306;46;0;1.250;11.135;10.320;50.910;50.649;15.647;6.327;0;144.989;271;559;3.449;4.629;671;0;0;9.579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.585;15.213;201.395;67.713;23.202;17.037;0;333.146;6.449;2.119;3.611;118;59;388;17;12.761;0
KREDILIG S.A. - CFI - PRUDENCIAL;1.000.083.498;n1;I;2;S5;BIGUACU;SC;03/2026;500.683;121;202;349;200;8;0;0;880;36.178;73.274;126.112;55.657;264;0;0;291.486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59.233;50.995;73.148;24.792;150;0;0;208.317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER- SICOOB COOPEREMB;46.642.294;b3S;I;2;S5;SAO JOSE DOS CAMPOS;SP;03/2026;500.609;4.185;23.680;66.620;154.255;110.139;61.255;0;420.135;1.996;5.052;11.499;21.233;4.517;442;0;44.739;156;1.467;4.006;9.806;3.903;21;0;19.359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;534;1.710;659;183;57;0;3.142;5.864;5.401;368;411;405;786;0;13.235;0
VIA CERTA CFI - PRUDENCIAL;1.000.080.831;n1;I;2;S4;SANTO CRISTO;RS;03/2026;499.154;174;810;2.047;3.313;297;0;0;6.641;63.016;91.668;100.777;26.221;2.704;7;0;284.392;153;220;485;231;0;0;0;1.088;0;0;0;0;0;0;0;0;11.553;26.982;36.916;12.172;37;0;0;87.660;0;0;0;0;0;0;0;0;63.786;22.185;26.636;6.590;177;0;0;119.373;0
COOPERATIVA DE CRÉDITO DA REGIÃO MERIDIONAL DO BRASIL - SICOOB UNICOOB MERIDIONAL;5.392.810;b3S;I;2;S5;TOLEDO;PR;03/2026;498.246;608;8.560;21.821;47.808;29.092;38.478;0;146.366;1.796;9.753;25.779;42.578;13.979;12.931;0;106.817;70;651;1.661;3.375;1.134;4;0;6.896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;712;60.524;76.361;38.244;21.035;14.282;0;211.157;5.405;2.725;8.593;2.879;2.569;4.839;0;27.010;0
CALCARD IP - PRUDENCIAL;1.000.088.170;n1;C;2;S4;PALHOCA;SC;03/2026;497.794;0;0;0;0;0;0;0;0;27.083;6.262;3.506;62;0;0;0;36.914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177.064;223.447;58.897;1.472;0;0;0;460.880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO CREDISUDESTE LTDA. - SICOOB CREDISUDESTE;22.656.789;b3S;I;2;S5;MURIAE;MG;03/2026;495.794;63;1.124;2.973;6.247;2.143;1.043;0;13.593;1.656;8.796;27.113;32.771;10.751;110;0;81.197;113;2.683;8.436;15.888;6.864;5;0;33.989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.022;8.473;130.001;96.876;65.147;51.759;0;354.279;3.606;5.365;3.254;250;261;0;0;12.736;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED ELEVA LTDA.;95.163.002;b3S;I;2;S5;SANTO ANGELO;RS;03/2026;493.023;12;623;1.882;2.410;255;0;0;5.182;5.543;30.888;59.275;89.164;30.267;23.341;0;238.477;307;4.183;10.332;14.090;2.349;3;0;31.266;124;3.029;7.092;17.953;12.620;13.756;0;54.574;5.491;55.495;21.879;417;0;0;0;83.283;0;0;0;0;0;0;0;0;2.223;22.473;21.302;20.595;8.916;4.731;1;80.241;0
COOPERATIVA DE CRÉDITO SAROM;66.402.207;b3S;I;2;S5;SAO ROQUE DE MINAS;MG;03/2026;492.350;53;1.543;4.069;6.872;3.005;556;0;16.099;3.334;12.969;30.772;48.298;14.861;7.789;0;118.024;166;2.130;5.795;10.800;3.452;337;0;22.681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.465;44.671;132.412;74.598;26.819;27.242;0;311.207;3.399;15.531;5.337;66;0;6;0;24.339;0
ABC-BRASIL - PRUDENCIAL;1.000.080.312;b1;C;3;S3;SAO PAULO;SP;03/2026;486.162;0;0;0;0;0;0;0;0;3.735;1.980;3.573;1.434;98;0;0;10.819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.241;35.346;212.484;7.773;0;0;264.843;13.090;116.544;49.004;20.301;5.799;5.762;0;210.500;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA VALE DAS ÁGUAS PR/MG - CRESOL VALE DAS ÁGUAS PR/MG;4.663.561;b3S;I;2;S5;LARANJEIRAS DO SUL;PR;03/2026;477.404;16;425;1.133;2.422;979;641;0;5.616;3.252;18.214;29.186;35.850;9.147;673;0;96.322;572;1.700;4.482;9.704;3.841;20;0;20.320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.936;70.190;84.484;65.418;26.421;12.910;0;263.358;5.867;20.250;21.124;24.980;11.130;8.437;0;91.788;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA COOPERAR - CRESOL COOPERAR;5.983.995;b3S;I;2;S5;HUMAITA;RS;03/2026;475.665;0;22;68;207;104;22;0;423;3.695;17.258;27.445;51.120;24.933;3.877;0;128.328;104;573;1.264;3.186;1.350;8;0;6.486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.448;125.532;59.592;31.903;19.059;19.380;0;262.913;9.889;13.430;26.745;14.164;7.288;6.000;0;77.516;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO E NEGÓCIOS - SICOOB INTEGRAÇÃO;8.742.188;b3S;I;2;S5;CUIABA;MT;03/2026;470.894;111;3.304;8.074;16.661;10.841;11.822;0;50.814;7.745;42.819;63.182;91.949;34.010;9.177;0;248.882;466;2.026;5.597;11.317;2.330;10;0;21.745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;31.234;27.281;34.696;17.391;15.034;0;125.716;7.942;4.771;3.542;3.193;3.003;1.286;0;23.737;0
COOPERATIVA DE CRÉDITO CREDISG LTDA. - SICOOB CREDISG;3.645.752;b3S;I;2;S5;SAO GOTARDO;MG;03/2026;470.333;20;316;872;1.522;2;0;0;2.732;1.674;20.260;28.686;34.713;9.257;2.011;0;96.600;70;1.166;3.103;5.538;1.119;13;0;11.010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.096;33.368;265.090;39.692;6.594;4.943;0;354.783;1.137;3.283;774;15;0;0;0;5.209;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA CONEXÃO - CRESOL CONEXÃO;11.969.853;b3S;I;2;S5;MEDIANEIRA;PR;03/2026;465.548;20;542;1.507;3.138;1.309;782;0;7.298;4.685;10.172;20.676;33.330;12.536;5.482;0;86.882;103;506;1.362;2.485;626;5;0;5.086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.011;91.891;90.277;64.397;34.260;28.658;0;310.494;4.465;12.554;17.428;10.926;7.523;2.891;0;55.787;0
COOPERATIVA DE CRÉDITO E CAPTAÇÃO SICOOB UNICIDADES;3.047.549;b3S;I;2;S5;RIO VERDE;GO;03/2026;465.104;10;292;709;1.174;213;0;0;2.399;18.667;32.955;75.856;68.818;23.296;7.010;10.435;237.037;275;678;1.359;1.908;293;0;144;4.657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.540;28.715;72.911;48.104;16.586;12.427;15.382;202.664;9.934;3.123;4.079;430;339;7;435;18.346;0
COOPERATIVA DE CRÉDITO UNICRED EVOLUÇÃO LTDA. - UNICRED EVOLUÇÃO;1.727.929;b3S;I;2;S5;PATOS DE MINAS;MG;03/2026;461.618;33;564;2.194;2.625;344;5;0;5.765;2.763;25.838;61.821;95.888;32.029;13.462;74;231.874;140;1.649;4.128;5.495;1.063;0;0;12.474;509;786;1.720;3.754;2.275;2.098;197;11.339;6.500;81.517;35.179;624;0;0;0;123.820;0;0;0;0;0;0;0;0;3.762;14.121;24.979;20.555;7.694;5.233;0;76.344;0
COOPERATIVA DE CRÉDITO CREDINTER LTDA. - SICOOB CREDINTER;24.048.910;b3S;I;2;S5;GUARANESIA;MG;03/2026;457.910;128;818;2.282;4.601;1.496;42;0;9.367;7.428;23.772;59.727;71.232;20.123;806;0;183.086;114;1.668;4.839;7.372;1.521;0;0;15.514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.007;17.787;108.917;48.475;13.417;4.440;0;194.044;16.013;13.951;22.952;1.796;1.159;29;0;55.900;0
COOPERATIVA DE CRÉDITO NOSSOCRÉDITO LTDA - SICOOB NOSSOCRÉDITO;22.760.839;b3S;I;2;S5;SAO SEBASTIAO DO PARAISO;MG;03/2026;453.337;7;170;452;761;359;5;0;1.755;4.954;24.760;112.577;100.671;39.043;12.986;0;294.990;29;1.364;4.796;7.704;2.338;4;0;16.235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;648;5.420;89.131;23.331;5.750;2.603;0;126.883;2.453;5.457;3.706;901;530;427;0;13.474;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71.419.600;b3S;I;2;S5;FRUTAL;MG;03/2026;452.369;102;886;2.537;4.901;893;286;0;9.605;2.430;21.528;34.634;48.241;13.536;7.264;0;127.631;66;1.384;3.154;6.172;1.520;32;0;12.328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;43.919;132.148;89.771;20.798;4.756;0;291.480;3.328;3.516;3.426;648;348;58;0;11.325;0
NEGRESCO S.A. - CFI - PRUDENCIAL;1.000.083.450;n1;I;2;S5;CURITIBA;PR;03/2026;438.830;7;751;614;0;0;0;0;1.371;117.145;140.443;157.052;22.482;28;0;0;437.151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;147;136;4;0;0;0;308;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73.750.424;b3S;I;2;S5;CAXIAS DO SUL;RS;03/2026;435.803;3;39;127;156;32;1;0;359;1.917;21.179;51.820;70.424;19.113;12.237;2.458;179.147;142;5.757;14.142;18.890;2.931;14;0;41.875;76;2.042;6.103;14.278;11.859;28.399;7.572;70.330;4.512;60.873;23.214;321;0;0;0;88.920;0;0;0;0;0;0;0;0;2.152;10.231;12.074;14.089;6.710;7.511;2.406;55.173;0
CREDI SHOP S.A. - PRUDENCIAL;1.000.084.923;n1;C;2;S5;TERESINA;PI;03/2026;429.823;0;0;0;0;0;0;0;0;304;356;491;29;18;0;0;1.198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.384;87.848;309.831;4.555;7;0;0;428.625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AGORACRED S/A SCFI - PRUDENCIAL;1.000.083.618;n1;I;2;S5;VITORIA;ES;03/2026;426.436;0;0;0;0;0;0;0;0;138.625;124.960;146.283;14.568;3;0;0;424.438;39;223;547;917;271;0;0;1.998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
QISTA S.A. CFI - PRUDENCIAL;1.000.085.506;n1;C;2;S4;SAO PAULO;SP;03/2026;425.838;33.324;48.014;108.553;144.343;46.355;18.365;0;398.953;0;175;328;476;199;113;0;1.291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.119;0;20.475;0;0;0;25.594;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB ARENITO PARANÁ / SÃO PAULO;7.026.923;b3S;I;2;S5;UMUARAMA;PR;03/2026;423.940;352;4.699;11.614;28.645;20.946;27.043;0;93.298;3.299;6.453;14.326;15.161;4.173;1.721;0;45.133;46;607;1.543;2.793;963;1;0;5.954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.019;37.736;94.105;112.064;12.209;2.038;0;263.172;6.603;9.645;86;50;0;0;0;16.383;0
CREDIARE CFI - PRUDENCIAL;1.000.085.427;n1;C;2;S4;FARROUPILHA;RS;03/2026;419.658;2.607;1.375;3.444;4.065;405;0;0;11.896;70.306;81.893;124.161;25.880;223;0;0;302.463;10.511;4.907;9.587;5.363;0;0;0;30.368;0;0;0;0;0;0;0;0;4.785;2.249;488;0;0;0;0;7.522;0;0;0;0;0;0;0;0;18.553;18.212;25.879;4.767;0;0;0;67.410;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO COM INTERAÇÃO SOLIDÁRIA PLANALTO SUL - CRESOL PLANALTO SUL;2.766.672;b3S;I;2;S5;SAO JOAQUIM;SC;03/2026;418.815;8;75;261;576;217;76;0;1.213;2.294;29.038;26.991;31.322;10.152;389;0;100.186;362;1.337;2.707;5.247;2.612;24;0;12.289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.844;127.872;36.993;38.004;19.676;11.203;0;235.591;6.735;18.449;19.013;11.576;6.296;7.466;0;69.535;0
